timestamp,cpu_usage_percent,gpu_usage_percent,memory_percent,disk_read,disk_write,past_cpu,past_gpu,past_memory,future_cpu,future_gpu,future_memory
1763425958.2180803,1.5,0,80.6,13678927,1695396,2.1,1.0,80.5,2.4,0,80.5
1763425963.270674,2.4,0,80.5,13678927,1695427,1.5,0.0,80.6,1.9,0,80.5
1763425968.323773,1.9,0,80.5,13678935,1695455,2.4,0.0,80.5,3.5,0,80.5
1763425973.3743649,3.5,0,80.5,13678943,1695496,1.9,0.0,80.5,12.1,2,80.5
1763425978.4444792,12.1,2,80.5,13678944,1695550,3.5,0.0,80.5,10.7,6,80.5
1763425983.4950714,10.7,6,80.5,13678952,1695586,12.1,2.0,80.5,11.7,6,80.6
1763425988.550173,11.7,6,80.6,13678960,1695647,10.7,6.0,80.5,8.8,0,81.6
1763425993.6137772,8.8,0,81.6,13681106,1696124,11.7,6.0,80.6,4.2,2,81.7
1763425998.6583645,4.2,2,81.7,13681418,1696228,8.8,0.0,81.6,14.4,39,82.7
1763426003.7174685,14.4,39,82.7,13683883,1696375,4.2,2.0,81.7,14.4,0,83.4
1763426008.804103,14.4,0,83.4,13696533,1696576,14.4,39.0,82.7,14.0,2,84.3
1763426013.8628693,14.0,2,84.3,13704289,1697612,14.4,0.0,83.4,8.1,1,86.0
1763426018.9146135,8.1,1,86.0,13706983,1697982,14.0,2.0,84.3,10.0,2,87.4
1763426023.9692934,10.0,2,87.4,13710790,1700337,8.1,1.0,86.0,14.5,5,87.6
1763426029.0372615,14.5,5,87.6,13711218,1700616,10.0,2.0,87.4,14.5,4,87.8
1763426034.1090755,14.5,4,87.8,13711771,1701618,14.5,5.0,87.6,14.0,7,88.0
1763426039.1779933,14.0,7,88.0,13712482,1702584,14.5,4.0,87.8,10.0,4,88.4
1763426044.240016,10.0,4,88.4,13713026,1703301,14.0,7.0,88.0,10.6,4,88.5
1763426049.3105981,10.6,4,88.5,13713382,1703522,10.0,4.0,88.4,14.2,5,88.4
1763426054.3824992,14.2,5,88.4,13713792,1703666,10.6,4.0,88.5,12.4,5,88.5
1763426059.4495685,12.4,5,88.5,13713895,1703850,14.2,5.0,88.4,15.5,6,88.9
1763426064.5198908,15.5,6,88.9,13715890,1703988,12.4,5.0,88.5,12.4,4,89.0
1763426069.5847805,12.4,4,89.0,13716774,1704094,15.5,6.0,88.9,12.5,4,89.0
1763426074.6355672,12.5,4,89.0,13718172,1704198,12.4,4.0,89.0,12.0,4,88.1
1763426079.7048438,12.0,4,88.1,13718381,1704288,12.5,4.0,89.0,14.2,5,88.2
1763426084.763715,14.2,5,88.2,13719106,1704401,12.0,4.0,88.1,12.1,3,88.3
1763426089.8318863,12.1,3,88.3,13719182,1704438,14.2,5.0,88.2,11.2,5,88.5
1763426094.8820267,11.2,5,88.5,13719388,1704476,12.1,3.0,88.3,14.3,5,88.7
1763426099.937859,14.3,5,88.7,13720052,1704562,11.2,5.0,88.5,12.3,4,88.8
1763426104.9823103,12.3,4,88.8,13720312,1704573,14.3,5.0,88.7,14.8,6,89.1
1763426110.0459545,14.8,6,89.1,13721157,1704675,12.3,4.0,88.8,13.6,6,89.2
1763426115.1175475,13.6,6,89.2,13721555,1704817,14.8,6.0,89.1,17.8,6,89.2
1763426120.1766143,17.8,6,89.2,13721756,1704891,13.6,6.0,89.2,16.2,8,89.3
1763426125.247493,16.2,8,89.3,13722146,1704945,17.8,6.0,89.2,19.2,8,89.4
1763426130.3169692,19.2,8,89.4,13722233,1704968,16.2,8.0,89.3,14.2,6,89.3
1763426135.3755665,14.2,6,89.3,13722304,1705023,19.2,8.0,89.4,15.7,7,89.4
1763426140.4446359,15.7,7,89.4,13722391,1705068,14.2,6.0,89.3,14.3,6,89.5
1763426145.5033894,14.3,6,89.5,13723878,1705125,15.7,7.0,89.4,17.0,8,89.6
1763426150.5750828,17.0,8,89.6,13723997,1705176,14.3,6.0,89.5,13.1,6,89.6
1763426155.6443465,13.1,6,89.6,13724252,1705227,17.0,8.0,89.6,13.4,4,89.9
1763426160.698212,13.4,4,89.9,13725506,1705397,13.1,6.0,89.6,13.1,6,90.0
1763426165.754814,13.1,6,90.0,13726549,1705524,13.4,4.0,89.9,9.0,4,90.0
1763426170.8235457,9.0,4,90.0,13726619,1705591,13.1,6.0,90.0,14.3,5,90.0
1763426175.870577,14.3,5,90.0,13728352,1705654,9.0,4.0,90.0,13.7,5,90.0
1763426180.9406152,13.7,5,90.0,13728419,1705734,14.3,5.0,90.0,14.0,3,90.2
1763426186.00794,14.0,3,90.2,13730149,1705847,13.7,5.0,90.0,10.6,9,90.5
1763426191.071984,10.6,9,90.5,13731320,1705967,14.0,3.0,90.2,13.0,7,90.5
1763426196.1177535,13.0,7,90.5,13731393,1706102,10.6,9.0,90.5,13.4,4,90.6
1763426201.1895974,13.4,4,90.6,13731454,1706215,13.0,7.0,90.5,14.6,10,90.7
1763426206.2519643,14.6,10,90.7,13731634,1706294,13.4,4.0,90.6,14.6,3,90.8
1763426211.3022196,14.6,3,90.8,13731777,1706343,14.6,10.0,90.7,14.9,6,90.7
1763426216.3690596,14.9,6,90.7,13731877,1706408,14.6,3.0,90.8,12.4,6,90.7
1763426221.4270546,12.4,6,90.7,13731948,1706528,14.9,6.0,90.7,13.2,6,90.8
1763426226.4898496,13.2,6,90.8,13732041,1706637,12.4,6.0,90.7,14.1,6,90.9
1763426231.5585299,14.1,6,90.9,13732059,1706742,13.2,6.0,90.8,13.3,7,90.8
1763426236.6158674,13.3,7,90.8,13732098,1706811,14.1,6.0,90.9,14.4,5,91.1
1763426241.6826994,14.4,5,91.1,13733138,1706924,13.3,7.0,90.8,22.7,6,91.6
1763426246.7407923,22.7,6,91.6,13733332,1707080,14.4,5.0,91.1,16.3,10,91.7
1763426251.8107724,16.3,10,91.7,13734459,1707156,22.7,6.0,91.6,23.9,10,91.6
1763426256.8789213,23.9,10,91.6,13734470,1707261,16.3,10.0,91.7,24.3,14,91.7
1763426261.9447525,24.3,14,91.7,13734491,1707301,23.9,10.0,91.6,22.6,11,92.2
1763426267.0168107,22.6,11,92.2,13734536,1707423,24.3,14.0,91.7,25.5,11,92.4
1763426272.0908427,25.5,11,92.4,13734798,1707520,22.6,11.0,92.2,25.3,14,92.8
1763426277.158873,25.3,14,92.8,13735086,1707563,25.5,11.0,92.4,28.5,15,93.1
1763426282.2281642,28.5,15,93.1,13735279,1707630,25.3,14.0,92.8,16.7,12,92.9
1763426287.2919655,16.7,12,92.9,13735350,1707745,28.5,15.0,93.1,17.9,13,92.6
1763426292.3572586,17.9,13,92.6,13735421,1707963,16.7,12.0,92.9,14.0,11,92.6
1763426297.4229295,14.0,11,92.6,13735525,1708045,17.9,13.0,92.6,14.7,10,92.2
1763426302.4749584,14.7,10,92.2,13735575,1708151,14.0,11.0,92.6,15.3,14,92.4
1763426307.5229433,15.3,14,92.4,13735710,1708267,14.7,10.0,92.2,17.6,12,92.2
1763426312.5855582,17.6,12,92.2,13736887,1708348,15.3,14.0,92.4,12.4,11,92.0
1763426317.65678,12.4,11,92.0,13736958,1708451,17.6,12.0,92.2,15.4,11,91.9
1763426322.7257097,15.4,11,91.9,13737072,1708539,12.4,11.0,92.0,14.6,11,91.9
1763426327.794088,14.6,11,91.9,13737092,1708582,15.4,11.0,91.9,14.8,11,91.9
1763426332.8516166,14.8,11,91.9,13737153,1708623,14.6,11.0,91.9,14.7,10,91.6
1763426337.9161196,14.7,10,91.6,13737307,1708705,14.8,11.0,91.9,16.2,11,91.6
1763426342.9717796,16.2,11,91.6,13737361,1708757,14.7,10.0,91.6,16.9,12,91.6
1763426348.01853,16.9,12,91.6,13737379,1708792,16.2,11.0,91.6,16.1,15,91.6
1763426353.0780046,16.1,15,91.6,13737489,1708853,16.9,12.0,91.6,14.8,15,91.6
1763426358.1511652,14.8,15,91.6,13737550,1708945,16.1,15.0,91.6,16.0,17,91.6
1763426363.2149467,16.0,17,91.6,13737580,1709001,14.8,15.0,91.6,16.3,15,92.0
1763426368.2748685,16.3,15,92.0,13737586,1709071,16.0,17.0,91.6,15.6,12,91.9
1763426373.3302846,15.6,12,91.9,13737607,1709128,16.3,15.0,92.0,17.3,14,91.8
1763426378.3731248,17.3,14,91.8,13737693,1709159,15.6,12.0,91.9,11.8,10,92.0
1763426383.4160697,11.8,10,92.0,13737829,1709237,17.3,14.0,91.8,12.3,9,92.0
1763426388.47313,12.3,9,92.0,13737844,1709285,11.8,10.0,92.0,12.2,11,92.1
1763426393.5171878,12.2,11,92.1,13737990,1709346,12.3,9.0,92.0,15.5,9,92.1
1763426398.5776103,15.5,9,92.1,13738052,1709473,12.2,11.0,92.1,13.5,11,92.1
1763426403.6490798,13.5,11,92.1,13738071,1709539,15.5,9.0,92.1,13.4,10,92.2
1763426408.7151346,13.4,10,92.2,13738358,1709606,13.5,11.0,92.1,13.9,12,92.2
1763426413.766027,13.9,12,92.2,13738376,1709664,13.4,10.0,92.2,13.0,11,92.2
1763426418.8196719,13.0,11,92.2,13738469,1709703,13.9,12.0,92.2,14.0,10,92.2
1763426423.8802643,14.0,10,92.2,13738538,1709769,13.0,11.0,92.2,15.3,11,92.1
1763426428.9499724,15.3,11,92.1,13738569,1709869,14.0,10.0,92.2,15.3,10,92.0
1763426433.998086,15.3,10,92.0,13738636,1709946,15.3,11.0,92.1,15.8,11,92.0
1763426439.06032,15.8,11,92.0,13738677,1709976,15.3,10.0,92.0,14.6,10,91.9
1763426444.1208355,14.6,10,91.9,13738692,1710051,15.8,11.0,92.0,12.7,10,91.9
1763426449.1755288,12.7,10,91.9,13739071,1710112,14.6,10.0,91.9,9.7,10,92.0
1763426454.2217433,9.7,10,92.0,13739132,1710163,12.7,10.0,91.9,11.8,11,92.2
1763426459.2770343,11.8,11,92.2,13739148,1710187,9.7,10.0,92.0,15.5,12,92.1
1763426464.3363976,15.5,12,92.1,13739177,1710271,11.8,11.0,92.2,11.4,10,92.1
1763426469.4082303,11.4,10,92.1,13739239,1710301,15.5,12.0,92.1,11.7,9,92.0
1763426474.469856,11.7,9,92.0,13739304,1710329,11.4,10.0,92.1,11.1,10,92.0
1763426479.5428295,11.1,10,92.0,13739332,1710362,11.7,9.0,92.0,12.2,10,92.0
1763426484.6002095,12.2,10,92.0,13739346,1710490,11.1,10.0,92.0,10.2,9,92.1
1763426489.6687472,10.2,9,92.1,13739358,1710521,12.2,10.0,92.0,10.1,9,92.1
1763426494.7190244,10.1,9,92.1,13739407,1710559,10.2,9.0,92.1,11.4,10,92.0
1763426499.7632763,11.4,10,92.0,13739462,1710594,10.1,9.0,92.1,10.8,10,92.0
1763426504.821808,10.8,10,92.0,13739596,1710642,11.4,10.0,92.0,11.1,11,92.1
1763426509.869924,11.1,11,92.1,13739680,1710664,10.8,10.0,92.0,11.3,10,92.1
1763426514.934872,11.3,10,92.1,13739726,1710716,11.1,11.0,92.1,11.6,10,92.2
1763426519.9935858,11.6,10,92.2,13739773,1710746,11.3,10.0,92.1,12.7,9,92.2
1763426525.061278,12.7,9,92.2,13739813,1710830,11.6,10.0,92.2,12.8,10,92.1
1763426530.1128662,12.8,10,92.1,13739822,1710868,12.7,9.0,92.2,12.2,11,92.1
1763426535.1577768,12.2,11,92.1,13739905,1710927,12.8,10.0,92.1,12.4,11,92.1
1763426540.2124045,12.4,11,92.1,13740027,1710962,12.2,11.0,92.1,14.0,11,92.6
1763426545.2798738,14.0,11,92.6,13740074,1711045,12.4,11.0,92.1,11.0,11,92.6
1763426550.351648,11.0,11,92.6,13740094,1711131,14.0,11.0,92.6,11.4,12,92.5
1763426555.4056373,11.4,12,92.5,13740111,1711237,11.0,11.0,92.6,17.7,11,92.5
1763426560.4518573,17.7,11,92.5,13740112,1711288,11.4,12.0,92.5,20.9,14,92.4
1763426565.5115883,20.9,14,92.4,13740134,1711410,17.7,11.0,92.5,27.1,14,92.6
1763426570.5709145,27.1,14,92.6,13740216,1711525,20.9,14.0,92.4,15.7,11,92.6
1763426575.6351695,15.7,11,92.6,13740256,1711593,27.1,14.0,92.6,13.6,10,92.7
1763426580.6797543,13.6,10,92.7,13740698,1711682,15.7,11.0,92.6,14.4,9,92.3
1763426585.743883,14.4,9,92.3,13740825,1711744,13.6,10.0,92.7,13.9,12,92.3
1763426590.8051867,13.9,12,92.3,13740842,1711820,14.4,9.0,92.3,13.1,10,92.4
1763426595.8728318,13.1,10,92.4,13740854,1711889,13.9,12.0,92.3,12.8,11,92.4
1763426600.9337025,12.8,11,92.4,13740868,1711949,13.1,10.0,92.4,14.0,10,92.5
1763426606.0034866,14.0,10,92.5,13740919,1712057,12.8,11.0,92.4,14.3,11,92.5
1763426611.069511,14.3,11,92.5,13740927,1712096,14.0,10.0,92.5,16.0,12,92.1
1763426616.1328743,16.0,12,92.1,13740979,1712192,14.3,11.0,92.5,13.8,9,92.2
1763426621.2017298,13.8,9,92.2,13741031,1712291,16.0,12.0,92.1,14.3,11,92.3
1763426626.2759087,14.3,11,92.3,13741089,1712394,13.8,9.0,92.2,11.9,12,92.2
1763426631.3280547,11.9,12,92.2,13741607,1712525,14.3,11.0,92.3,13.2,12,92.2
1763426636.3965657,13.2,12,92.2,13741619,1712617,11.9,12.0,92.2,11.7,11,92.2
1763426641.4577012,11.7,11,92.2,13741627,1712685,13.2,12.0,92.2,13.0,10,92.2
1763426646.5199873,13.0,10,92.2,13741664,1712761,11.7,11.0,92.2,11.3,10,92.2
1763426651.592471,11.3,10,92.2,13741755,1712822,13.0,10.0,92.2,12.1,11,92.2
1763426656.6496015,12.1,11,92.2,13741809,1712908,11.3,10.0,92.2,12.5,11,92.3
1763426661.7100332,12.5,11,92.3,13741851,1712997,12.1,11.0,92.2,15.2,12,92.6
1763426666.768981,15.2,12,92.6,13742048,1713121,12.5,11.0,92.3,12.4,11,92.5
1763426671.8286994,12.4,11,92.5,13742145,1713206,15.2,12.0,92.6,12.1,11,92.4
1763426676.896117,12.1,11,92.4,13742321,1713265,12.4,11.0,92.5,13.6,11,92.4
1763426681.956847,13.6,11,92.4,13742495,1713337,12.1,11.0,92.4,13.0,10,92.4
1763426687.0219955,13.0,10,92.4,13742516,1713376,13.6,11.0,92.4,11.7,11,92.4
1763426692.0746763,11.7,11,92.4,13742566,1713420,13.0,10.0,92.4,12.9,11,92.4
1763426697.1402583,12.9,11,92.4,13742640,1713490,11.7,11.0,92.4,12.1,11,92.4
1763426702.188969,12.1,11,92.4,13742654,1713514,12.9,11.0,92.4,12.5,12,92.5
1763426707.2401958,12.5,12,92.5,13742664,1713552,12.1,11.0,92.4,14.9,11,92.5
1763426712.2946186,14.9,11,92.5,13742698,1713617,12.5,12.0,92.5,14.1,9,92.5
1763426717.3637955,14.1,9,92.5,13742878,1713672,14.9,11.0,92.5,12.7,11,92.7
1763426722.4339814,12.7,11,92.7,13745137,1713698,14.1,9.0,92.5,15.3,12,92.7
1763426727.500259,15.3,12,92.7,13745395,1713857,12.7,11.0,92.7,12.1,12,92.8
1763426732.5649636,12.1,12,92.8,13747363,1713931,15.3,12.0,92.7,12.1,11,92.9
1763426737.6258574,12.1,11,92.9,13747665,1713979,12.1,12.0,92.8,12.9,10,92.9
1763426742.670827,12.9,10,92.9,13747673,1714057,12.1,11.0,92.9,16.8,12,92.9
1763426747.7292218,16.8,12,92.9,13747681,1714128,12.9,10.0,92.9,15.1,11,93.0
1763426752.788115,15.1,11,93.0,13747688,1714209,16.8,12.0,92.9,14.8,12,92.5
1763426757.858782,14.8,12,92.5,13747689,1714312,15.1,11.0,93.0,15.3,13,92.6
1763426762.9290683,15.3,13,92.6,13747690,1714345,14.8,12.0,92.5,15.5,12,92.7
1763426767.9840798,15.5,12,92.7,13747700,1714395,15.3,13.0,92.6,13.1,12,92.6
1763426773.0536594,13.1,12,92.6,13747729,1714433,15.5,12.0,92.7,11.5,10,92.6
1763426778.1022327,11.5,10,92.6,13747738,1714485,13.1,12.0,92.6,10.0,10,92.6
1763426783.1696908,10.0,10,92.6,13747738,1714516,11.5,10.0,92.6,12.6,9,92.7
1763426788.2160325,12.6,9,92.7,13747764,1714602,10.0,10.0,92.6,11.0,12,92.7
1763426793.2738333,11.0,12,92.7,13748292,1714699,12.6,9.0,92.7,15.6,10,92.7
1763426798.3194134,15.6,10,92.7,13748770,1714844,11.0,12.0,92.7,11.7,8,92.8
1763426803.3750856,11.7,8,92.8,13748775,1714956,15.6,10.0,92.7,14.2,8,93.2
1763426808.4178646,14.2,8,93.2,13749064,1715037,11.7,8.0,92.8,12.1,9,93.3
1763426813.46428,12.1,9,93.3,13749142,1715150,14.2,8.0,93.2,13.5,11,93.3
1763426818.5290515,13.5,11,93.3,13749143,1715210,12.1,9.0,93.3,15.0,11,93.3
1763426823.5907435,15.0,11,93.3,13749163,1715327,13.5,11.0,93.3,13.0,10,93.3
1763426828.6357112,13.0,10,93.3,13749164,1715402,15.0,11.0,93.3,15.5,11,93.4
1763426833.6919274,15.5,11,93.4,13749184,1715445,13.0,10.0,93.3,13.1,9,93.4
1763426838.7547946,13.1,9,93.4,13749200,1715522,15.5,11.0,93.4,14.5,10,93.8
1763426843.8253376,14.5,10,93.8,13749308,1715591,13.1,9.0,93.4,19.3,10,93.6
1763426848.8878453,19.3,10,93.6,13749399,1715716,14.5,10.0,93.8,13.0,10,93.4
1763426853.9476724,13.0,10,93.4,13749802,1715825,19.3,10.0,93.6,10.6,12,93.5
1763426859.0142226,10.6,12,93.5,13749893,1715897,13.0,10.0,93.4,10.7,12,93.4
1763426864.063806,10.7,12,93.4,13749909,1715944,10.6,12.0,93.5,12.9,12,93.5
1763426869.1089346,12.9,12,93.5,13749938,1716021,10.7,12.0,93.4,10.9,12,93.4
1763426874.170312,10.9,12,93.4,13749953,1716094,12.9,12.0,93.5,9.8,10,93.3
1763426879.2382789,9.8,10,93.3,13749954,1716130,10.9,12.0,93.4,11.7,13,93.3
1763426884.2844217,11.7,13,93.3,13749958,1716161,9.8,10.0,93.3,8.7,10,93.2
1763426889.3594403,8.7,10,93.2,13749974,1716213,11.7,13.0,93.3,11.9,11,93.3
1763426894.4279277,11.9,11,93.3,13749984,1716244,8.7,10.0,93.2,11.1,13,93.3
1763426899.4899552,11.1,13,93.3,13749986,1716307,11.9,11.0,93.3,11.1,13,93.0
1763426904.5557475,11.1,13,93.0,13749996,1716385,11.1,13.0,93.3,11.3,12,93.1
1763426909.6258755,11.3,12,93.1,13750008,1716449,11.1,13.0,93.0,16.7,10,93.1
1763426914.675598,16.7,10,93.1,13750055,1716511,11.3,12.0,93.1,11.0,12,92.8
1763426919.741754,11.0,12,92.8,13750081,1716568,16.7,10.0,93.1,14.8,11,92.9
1763426924.8101928,14.8,11,92.9,13750086,1716639,11.0,12.0,92.8,12.2,12,92.8
1763426929.8768773,12.2,12,92.8,13750097,1716688,14.8,11.0,92.9,9.5,10,92.7
1763426934.937901,9.5,10,92.7,13750103,1716767,12.2,12.0,92.8,10.9,12,92.7
1763426940.0101407,10.9,12,92.7,13750109,1716796,9.5,10.0,92.7,11.2,11,92.7
1763426945.0668013,11.2,11,92.7,13750111,1716838,10.9,12.0,92.7,13.0,10,92.8
1763426950.11832,13.0,10,92.8,13750168,1716887,11.2,11.0,92.7,14.3,11,92.7
1763426955.1888506,14.3,11,92.7,13750182,1716950,13.0,10.0,92.8,13.7,12,92.6
1763426960.252026,13.7,12,92.6,13750182,1717010,14.3,11.0,92.7,15.4,10,92.6
1763426965.2961833,15.4,10,92.6,13750182,1717064,13.7,12.0,92.6,9.9,11,92.7
1763426970.3495774,9.9,11,92.7,13750185,1717123,15.4,10.0,92.6,18.0,13,92.6
1763426975.4050374,18.0,13,92.6,13750196,1717179,9.9,11.0,92.7,12.4,6,92.5
1763426980.4671316,12.4,6,92.5,13750202,1717232,18.0,13.0,92.6,13.0,8,92.5
1763426985.5146074,13.0,8,92.5,13750203,1717287,12.4,6.0,92.5,14.7,12,92.5
1763426990.5688932,14.7,12,92.5,13750218,1717316,13.0,8.0,92.5,21.8,13,92.7
1763426995.6370337,21.8,13,92.7,13750235,1717443,14.7,12.0,92.5,16.4,7,92.8
1763427000.7077358,16.4,7,92.8,13750235,1717512,21.8,13.0,92.7,12.5,15,92.9
1763427005.783305,12.5,15,92.9,13750236,1717558,16.4,7.0,92.8,16.5,13,92.9
1763427010.8509486,16.5,13,92.9,13750275,1717665,12.5,15.0,92.9,14.5,11,93.0
1763427015.9146154,14.5,11,93.0,13750291,1717740,16.5,13.0,92.9,12.7,7,93.1
1763427020.9877825,12.7,7,93.1,13750382,1717790,14.5,11.0,93.0,16.1,7,93.1
1763427026.0543108,16.1,7,93.1,13750382,1717911,12.7,7.0,93.1,10.9,7,93.1
1763427031.1071045,10.9,7,93.1,13750382,1717950,16.1,7.0,93.1,11.0,7,93.2
1763427036.177051,11.0,7,93.2,13750398,1718099,10.9,7.0,93.1,10.2,7,93.1
1763427041.2218897,10.2,7,93.1,13750398,1718159,11.0,7.0,93.2,11.9,7,93.1
1763427046.2700129,11.9,7,93.1,13750398,1718191,10.2,7.0,93.1,12.2,13,93.1
1763427051.324558,12.2,13,93.1,13750399,1718256,11.9,7.0,93.1,13.3,9,93.2
1763427056.391712,13.3,9,93.2,13750449,1718335,12.2,13.0,93.1,17.8,10,93.1
1763427061.4449098,17.8,10,93.1,13750453,1718455,13.3,9.0,93.2,18.6,13,93.2
1763427066.503932,18.6,13,93.2,13750491,1718705,17.8,10.0,93.1,19.7,16,93.1
1763427071.5571916,19.7,16,93.1,13750527,1718802,18.6,13.0,93.2,17.9,12,93.1
1763427076.626059,17.9,12,93.1,13750528,1718919,19.7,16.0,93.1,14.4,7,93.2
1763427081.6941605,14.4,7,93.2,13750531,1718975,17.9,12.0,93.1,16.2,12,93.3
1763427086.7403603,16.2,12,93.3,13750531,1719079,14.4,7.0,93.2,22.0,16,93.5
1763427091.796712,22.0,16,93.5,13750535,1719145,16.2,12.0,93.3,16.4,11,93.5
1763427096.8658302,16.4,11,93.5,13750544,1719191,22.0,16.0,93.5,18.3,8,93.1
1763427101.9110143,18.3,8,93.1,13750546,1719269,16.4,11.0,93.5,15.0,8,93.4
1763427106.9869437,15.0,8,93.4,13750546,1719360,18.3,8.0,93.1,9.9,7,93.4
1763427112.0329807,9.9,7,93.4,13750547,1719582,15.0,8.0,93.4,8.3,8,93.4
1763427117.0914965,8.3,8,93.4,13750548,1719669,9.9,7.0,93.4,11.3,10,93.5
1763427122.148616,11.3,10,93.5,13750550,1719788,8.3,8.0,93.4,12.5,12,93.6
1763427127.2217164,12.5,12,93.6,13750556,1719809,11.3,10.0,93.5,13.8,8,93.8
1763427132.2822163,13.8,8,93.8,13750564,1719874,12.5,12.0,93.6,22.8,14,94.3
1763427137.3470147,22.8,14,94.3,13750668,1719974,13.8,8.0,93.8,23.5,9,95.0
1763427142.4195402,23.5,9,95.0,13750740,1720104,22.8,14.0,94.3,26.4,10,96.0
1763427147.4918208,26.4,10,96.0,13750788,1720348,23.5,9.0,95.0,20.8,10,94.9
1763427152.5636847,20.8,10,94.9,13750891,1720521,26.4,10.0,96.0,13.5,9,94.9
1763427157.6230524,13.5,9,94.9,13750899,1720576,20.8,10.0,94.9,11.2,9,94.9
1763427162.6971893,11.2,9,94.9,13750909,1720605,13.5,9.0,94.9,19.4,7,94.8
1763427167.758967,19.4,7,94.8,13750914,1720711,11.2,9.0,94.9,19.1,15,94.7
